RAW DATA,lables
Docker,Non technical
ELK,Non technical
Grafana,Non technical
Prometheus,Non technical
Istio,Non technical
Jenkins,Non technical
Github Actions,technical
release deadlines,technical
HTML5,technical
CSS3,Non technical
VUE.JS,Non technical
interactive developers,Non technical
the betterment,Non technical
portions,Non technical
interactive projects,technical
HTML5,technical
CSS3,Non technical
VUE.JS,Non technical
grasp,Non technical
Responsive Design,technical
sass,Non technical
-,Non technical
processors,Non technical
usability,Non technical
accessibility,Non technical
progressive enhancement,technical
feature-detection,Non technical
a modular approach,Non technical
robust sites,technical
a grasp,Non technical
Photoshop,technical
Illustrator,Non technical
your builds,Non technical
Ruby,Non technical
Rails,Non technical
Gulp,technical
Grunt,Non technical
Bower,Non technical
npm,Non technical
auto-prefixer,Non technical
development workflow,technical
Mailgun,Non technical
Mailchimp,Non technical
continual application improvement,technical
automation code,technical
Lead SDET,technical
strategic and tactical automation direction,technical
mentors QA and Engineering resources,technical
QA,Non technical
Dev,technical
Platform Automation Roadmaps,technical
cross-team dependencies/impacts,Non technical
BDD,Non technical
TDD,Non technical
ATDD techniques,Non technical
sprint,Non technical
regression tests,Non technical
E2E,Non technical
Collaborates,Non technical
stakeholders,Non technical
Oversees automated test coverage,technical
detailed documentation,technical
the automation effort,technical
Bachelor,Non technical
Master’s degree,technical
at least one object-oriented programming language,technical
analytical and problem-solving skills,Non technical
a Lean / Agile shop,technical
Cucumber,Non technical
Playwright,Non technical
Cypress,Non technical
similar automation framework,technical
new and existing complex database backed applications,technical
the National Ignition Facility,Non technical
NIF,Non technical
the full software development lifecycle,technical
automated testing,technical
deployment,technical
dependencies,Non technical
object-oriented analysis,technical
coding patterns,Non technical
Design and document complex technical database schema,technical
Java applications,technical
SQL scripts,technical
retrieval,Non technical
the NIF control system,technical
software configuration control,technical
internal technical/advisory committees,Non technical
Failure Modes and Effects Analysis,technical
Mentor team members,Non technical
Bachelor’s degree,Non technical
object-oriented design,technical
SQL,technical
configuration management environments,technical
"e.g., CVS",technical
Git,technical
Jira,Non technical
BitBucket,technical
a collaborative multi-disciplinary team environment,Non technical
technicians,Non technical
concurrent technical tasks,technical
competing priorities,Non technical
Proficient verbal and written communication skills,technical
Advanced verbal and written communication skills,technical
Master’s degree,technical
Java GUI development experience,technical
SWING/AWT.. Experience,technical
Oracle RDBMS,technical
PL/SQL,Non technical
the development lifecycle,technical
the specification/requirements documents,Non technical
coding,Non technical
"Angular, TypeScript",Non technical
HTML,Non technical
CSS,Non technical
RESTful APIs,Non technical
Microsoft SQL Server,technical
PostgreSQL,Non technical
CI/CD Patterns,Non technical
Pipelines,Non technical
AWS,technical
Azure,technical
Git,technical
 Advanced organizational and analytical skills,technical
willingness,Non technical
 Expert proficiency,Non technical
 Proficiency,Non technical
agile/scrum software development,technical
eCommerce,technical
Web Services/APIs/Microservices architecture,technical
agile development experience,technical
a scrum/DevOps environment,Non technical
a bachelor’s degree,Non technical
a Lead Programmer,technical
a Statistical Programming consultant,technical
resource estimation,Non technical
timelines,Non technical
SAS programs,technical
SDTMs,Non technical
TFLs,Non technical
submission deliverables,Non technical
e.g. Define XML/PDFs,technical
Reviewers Guides,Non technical
Analysis Results Metadata,technical
Mentor,Non technical
less-experience programmers,Non technical
SDTMs,Non technical
TFLs,Non technical
adherence,Non technical
QA and client audits,Non technical
support qualification audits,Non technical
statistical programming,technical
innovative solutions,Non technical
enhancements,Non technical
automation,technical
"a diverse, globally distributed team",Non technical
2012 R2/2016,Non technical
Strong PowerShell,Non technical
Active Directory/DHCP/DNS/Group Policy,Non technical
Excellent problem-solving and analytical skills,Non technical
Strong communication and interpersonal abilities,technical
a high frequency / low latency environment,Non technical
Desirable: exposure,Non technical
the Solution Architects,technical
Architect efficient and reusable front-end systems,technical
backend APIs,technical
gaps,Non technical
observability,Non technical
prototypes,Non technical
associated APIs,Non technical
Mentor,Non technical
our tech stack,technical
React/Redux/Typescript,Non technical
the frontend,Non technical
Node/Typescript,Non technical
the backend,technical
the product spec,technical
nicest experiences,Non technical
HTML/CSS experience,technical
specificity,Non technical
cross browser compatibility,technical
accessibility,Non technical
automated tests,technical
Javascript test frameworks,technical
RESTful API services,technical
Docker,Non technical
Kubernetes,technical
Experience deploying,technical
Concepts BI,technical
ETL,Non technical
modélisation des données,Non technical
rapports,Non technical
.. Suite BI Microsoft,technical
SSIS,Non technical
SSAS tabulaire,technical
SSRS,Non technical
y compris DAX,Non technical
Plateforme,Non technical
Boomi,technical
IBM App,technical
Développement,Non technical
Traitement des données dans plusieurs formats,Non technical
TXT,Non technical
XLSX,Non technical
CSV,Non technical
XML,technical
JSON,Non technical
.. Technologies Azure,technical
Azure SQL Database,technical
Synapse,technical
Databricks,Non technical
.. Langages de programmation,Non technical
ASP.NET,technical
JavaScript,technical
Groovy Script,technical
PowerShell,Non technical
Python,technical
Contrôle de version,Non technical
"Git, SVN et processus de gestion des changements",technical
que CRM et ERP,technical
NetSuite OneWorld,technical
SuiteScript,Non technical
SuiteAnalytics Connect,technical
 Demonstrated excellence,Non technical
scalability,Non technical
algorithms,Non technical
Golang,Non technical
mentorship,Non technical
blockchain,Non technical
decentralized architectures,technical
cryptographic systems,technical
 Demonstrated technical design capabilities,technical
ever-evolving product requirements,technical
this new ecosystem,technical
"supportive, ego-free colleagues",Non technical
 PTO,Non technical
TD Applications,Non technical
these highly-skilled experts,Non technical
business and systems analysts,technical
quality assurance teams,technical
sponsors,Non technical
so many other stakeholders,Non technical
TDAM software products,technical
upgrades,Non technical
 Follow coding standards,technical
assurance,technical
TRM&IS regulations,Non technical
deployments,Non technical
9 years+ SQL experience,technical
queries,Non technical
stored procedures,Non technical
RESTful APIs,Non technical
standard Agile methodology,technical
SCRUM,Non technical
Confluence,Non technical
Jira,Non technical
minimal supervision,Non technical
- 3 years HTML 5 experience,technical
CSS,Non technical
High school diploma,Non technical
CSR,Non technical
Lead CSR,technical
LSR,Non technical
job descriptions,technical
the CSR,Non technical
LSR,Non technical
SA job descriptions,technical
A valid driver’s license,Non technical
dependable transportation,technical
Certificates,Non technical
Licenses,Non technical
e.g. ServSafe,technical
Food Safety Management certification,technical
cold or warm temperature extremes,Non technical
overhead,Non technical
waist,Non technical
fountain syrups,Non technical
This handwork,Non technical
eye-hand coordination,technical
waist,Non technical
a cash register and/or computer keyboard,Non technical
occasional noise,Non technical
test scripts,technical
Quality Assurance,technical
QA/Test Analysts,Non technical
analyses,Non technical
specified standards,technical
development specifications,technical
Revises,Non technical
scripts,Non technical
valid and invalid records,technical
applicable test phases,technical
the Test/QA procedures,Non technical
Revises,Non technical
quality assurance and testing policies,technical
alignment,Non technical
the appropriate quality initiatives,technical
QA,Non technical
Analyzes,Non technical
sustainable and quantifiable business process improvements,technical
some global applicability,technical
Collects,Non technical
reengineering business processes,technical
NASDAQ business processes,technical
Bachelor,Non technical
the team coach/mentor,Non technical
moderate resource requirements,Non technical
Problem solving,Non technical
sophisticated analytical thought,Non technical
innovative solutions,Non technical
experimentation,Non technical
curiosity,Non technical
Analytical Thinking,technical
Leverages methods,Non technical
data synthesis,technical
a holistic perspective,Non technical
interdependencies,Non technical
related disciplines,Non technical
disciplines,Non technical
"the most complex, uncommon problems",Non technical
implementing solutions,Non technical
Quality Assurance,technical
Oversees testing,technical
analyses,Non technical
QA/Testing methodology,Non technical
data synthesis,technical
the partial implementation,technical
schedules,technical
the inter-connectivity,Non technical
industrial communication protocols,technical
DNP3,Non technical
Modbus,Non technical
validation procedures,technical
the specifications,Non technical
the different configurations,Non technical
operating specifications,technical
 Commissioning,Non technical
voltage and speed regulation,Non technical
 Bachelor,Non technical
the Ordre des ingénieurs du Québec,Non technical
rotating machines,technical
excitation,Non technical
synchronous alternator,Non technical
developing operator interfaces,technical
Labview,Non technical
Citect,Non technical
iFix,Non technical
Iconics,Non technical
WonderWare,Non technical
Rockwell,Non technical
Ethernet,Non technical
Cellular,Non technical
DNP3,Non technical
Modbus,Non technical
IEC61850,Non technical
OPC Server / Client,technical
simulator development,technical
Matlab / Simulink,Non technical
+,Non technical
 Commissioning experience,technical
 PLC programming,technical
Schneider,Non technical
GE,technical
Allen Bradley,Non technical
 Fluency,Non technical
delighted user experience,technical
code defects,technical
Product Designers,technical
a software architect,technical
database queries,technical
SQL,technical
fulfillment automation,technical
Vue,Non technical
Google Analytics,technical
CleverTap,Non technical
other marketing pixels,technical
Adobe Creative Suite,technical
Photoshop,technical
Adobe Illustrator,technical
Figma,Non technical
Excellent communication and collaboration skills,technical
Bachelor’s degree,Non technical
UI/UX design,technical
reliability,Non technical
productionize machine learning models,technical
the analytics and business intelligence teams,technical
other stakeholders,Non technical
code maintainability,technical
our CI/CD strategy,technical
our ELT jobs,Non technical
pipelines,Non technical
the minimally viable product,technical
scalable data pipelines,technical
"logical, well-architected solutions",Non technical
data modeling,technical
Clear communicator,Non technical
technical intricacies,technical
Predictive modeling and machine learning experience,technical
microservices architecture,technical
Angular or other JavaScript frameworks,technical
backend code,technical
automated unit,technical
CI/CD pipelines,Non technical
UX,Non technical
DevOps,technical
QA,Non technical
breed Cloud technologies,technical
a JavaScript framework,technical
other object-oriented languages,Non technical
automated unit tests,technical
an Agile environment,technical
sprint goals,Non technical
Strong verbal and written communication skills,technical
Good interpersonal skills,Non technical
automated testing frameworks,technical
CI/CD,Non technical
software assemblies,technical
Leverage game analytics,technical
fps,Non technical
telemetry,Non technical
QA systems,technical
benchmark tests,Non technical
automation systems,technical
manageable tasks,Non technical
automation,technical
Perforce,Non technical
Git,technical
both technical and non-technical stakeholders,technical
premise,Non technical
Unreal Engine automation tools,technical
your deep dive findings,Non technical
Technical/quantitative university degree,Non technical
a coding test,technical
testers,Non technical
asynchronous communication,technical
especially AWS,technical
a scaled Agile methodology,technical
product increment planning,technical
sprint planning,technical
retrospectives,Non technical
"functional, stress and system-level tests",technical
3GPP 4G/5G,Non technical
ORAN,Non technical
stakeholders,Non technical
test documentation,technical
Jira,Non technical
Confluence,Non technical
the RAV community,technical
 Bachelor’s degree,Non technical
HND,Non technical
Electronics and Communication Engineering,technical
the relevant qualifications,Non technical
various test methodologies,technical
3GPP 4G LTE,Non technical
4G LTE Advanced,technical
5G NR,technical
ORAN,Non technical
good familiarity,Non technical
LTE/NR physical layer,technical
 Good and demonstrable knowledge,technical
at least one scripting language,technical
ideally Python,technical
RF,Non technical
cellular radio standards,technical
RF measurement,technical
 Proven analytical and problem-solving skills,Non technical
 Proficient collaboration and team working skills,technical
deadlines,Non technical
problem solver,Non technical
integration bugs,technical
outages,Non technical
complex technical interactions,technical
third-party integrations data flows,technical
technical optimization,technical
scalability,Non technical
the 'ticket queue,Non technical
Wyoming,Non technical
 Professional Java development experience,technical
AWS database,technical
EC2,Non technical
load balancing,Non technical
other AWS technologies,technical
MySQL,technical
" Excellent analytical, organizational, and software development skills",technical
a strong problem-solving ability,Non technical
top-notch communication skills,technical
Kotlin,technical
Coroutines,Non technical
Android SDK,technical
RxJava,Non technical
architectures,technical
emerging technologies,technical
Android UX/UI guidelines,technical
pragmatic solutions,Non technical
velocity,Non technical
 Flair,Non technical
-,Non technical
usability,Non technical
testability,Non technical
readability,Non technical
performance optimisation,technical
SDK,technical
OOP principals,Non technical
"API's (JSON, SOAP",Non technical
XML,technical
site troubleshooting,Non technical
configuration,technical
Desktop/EPOS environment,Non technical
various networking platforms,technical
documented procedures,Non technical
ESD,Non technical
precautions,Non technical
all internal stakeholders,Non technical
procedural and contractual agreements,Non technical
all CDW customers,Non technical
Complete documentation,technical
Customer Checksheets,technical
SLA timescales,Non technical
call allocators,Non technical
SLA,Non technical
SLA requirement,Non technical
the expectation,Non technical
troubleshooting,Non technical
Desktops,Non technical
EPOS,Non technical
Laptops,Non technical
Printers,Non technical
accreditations,Non technical
I.E. HP/IBM/Dell,Non technical
Desktop,technical
Excellent proven organisational and customer service skills,technical
professionalism,Non technical
operational excellence,technical
ITIL methodologies,Non technical
Punctuality,Non technical
Competence,Non technical
all appropriate Manufacturer Accreditations,Non technical
workload,technical
A Methodical and accurate approach,Non technical
Excellent communicator,Non technical
CDW’s limits,Non technical
SLA,Non technical
Full UK Driving Licence,Non technical
our new ‘Hexawarian,technical
A Bachelor’s degree,Non technical
Data Analytics,technical
Java/J2EE,Non technical
RES,Non technical
#,Non technical
VB/ASP,Non technical
SQL,technical
JS,Non technical
CSS,Non technical
SpringBoot,Non technical
JPA,Non technical
Python,technical
JUNIT,Non technical
REACT.AWS,Non technical
Microsoft stack,technical
Oracle Cloud,technical
Familiarity,Non technical
AI/ML,Non technical
Automation,technical
Analytics,technical
"Strong analytical, communication, leadership and presentation skills",technical
willingness,Non technical
U.K. Citizens,Non technical
"
         Senior SDE",Non technical
a Bachelors,Non technical
AWS cloud,technical
Core Java,technical
Spring Boot Framework,technical
Angular JS,Non technical
object-oriented design,technical
reliability,Non technical
scaling,Non technical
Perl,Non technical
other scripting languages,Non technical
Unix,Non technical
distributed (multi-tiered) systems,technical
algorithms,Non technical
relational databases,Non technical
highly scalable applications,Non technical
Excellent verbal and written communication,technical
eCommerce,technical
Deep hands-on technical expertise,technical
multiple competing priorities,technical
a fast-paced environment  • Experience,technical
service-oriented architectures,technical
	Analytical mindset,Non technical
databases,Non technical
,Non technical
algorithms,Non technical
problem-solving Skills,Non technical
large-scale web crawlers,technical
SQL,technical
No-SQL datastore,technical
quick prototypes,Non technical
AWS,technical
GCE,Non technical
custom native user interfaces,technical
the latest iOS SDK,technical
reusable iOS frameworks,technical
software enhancements,technical
UI,technical
new and innovative application experiences,technical
agile development,technical
project timelines,technical
design specifications,technical
Mentor team members,Non technical
modifications,Non technical
implementations,Non technical
interpersonal skills,Non technical
Programming proficiency,technical
"iOS - Swift, Objective-C. 12+ years",Non technical
user interfaces,technical
the iOS devices,Non technical
best coding practices,technical
Cocoa frameworks,technical
iOS UI design principles,technical
accessibility best practices,technical
API design,technical
multithreading programming issues,technical
https://quilinx.in/bar-raiser-community,Non technical
﻿Tier 1 Educational Background Preferred - IIT/NIT/DTU,Non technical
application storyboards,technical
"efficient, reusable, and reliable Java code",technical
responsiveness,Non technical
bottlenecks,Non technical
automatization,Non technical
SpringBoot,Non technical
its ecosystems,Non technical
object-oriented programming,technical
architectural patterns,Non technical
reusable Java libraries,technical
concurrency patterns,Non technical
Familiarity,Non technical
MVC,technical
JDBC,Non technical
documentation,technical
	Bachelor’s / Master’s degree,technical
"Electrical, Electronics and Communication Engineering",technical
automotive ECUs,Non technical
electronic modules,technical
CAD,technical
UG-NX,Non technical
databases,Non technical
Infotainment features,Non technical
upto,Non technical
30 days(immediate joiner,Non technical
"high-performing, scalable applications",Non technical
an optimal consumer experience,technical
-,Non technical
remedies,Non technical
system failures,technical
software mechanisms,technical
-,Non technical
usability,Non technical
an agile development team,technical
automated testing,technical
acceptance criteria,Non technical
accurate estimation,Non technical
project timelines,technical
the development lifecycle,technical
"clear, robust, testable software",technical
analytical capabilities,Non technical
new or different coding languages,technical
APTRA Clear product,technical
SME,Non technical
Architects,Non technical
Scrum master,technical
NCRs Professional Services Project team members,technical
other Business Stakeholders,technical
Bachelor,Non technical
master’s degree,technical
Oracle Database PL/SQL,technical
DBA activities,Non technical
Oracle RAC Environments,technical
configuration,technical
AWR,Non technical
ADDM,Non technical
Dataguard setup,technical
Backup utilities,technical
RMAN,Non technical
EXPDP/IMPDP,Non technical
OLTP environments,Non technical
innovative solutions,Non technical
verbal communication skills,technical
a collaborative fashion,Non technical
debugging,Non technical
troubleshooting skills,Non technical
preferable GIT,technical
JIRA,Non technical
PostgreSQL database knowledge,technical
architectural patterns,Non technical
buy-ins,Non technical
technical stakeholders,technical
Fintech products,technical
Maven,Non technical
JPA,Non technical
Hibernate,Non technical
CI,Non technical
microservices,Non technical
Cloud-native deployments,Non technical
traditional application servers,technical
WebSphere,technical
JBoss,Non technical
Tomcat,technical
relational databases,Non technical
Oracle,technical
MSSQL,Non technical
MySQL,technical
-,Non technical
functionals,Non technical
scalability,Non technical
a Full-Stack developer,technical
Enterprise Integration Patterns,technical
"""perfection",Non technical
a Principal Backend Developer,technical
the prototyping,Non technical
validation,technical
new architectural and technological ideas,technical
refactoring,Non technical
the prototyping,Non technical
validation,technical
new architectural and technological ideas,technical
refactoring,Non technical
the Pre-Sales and Customer Success Departments,technical
frameworks,technical
Backend,technical
Java scripting,technical
JSP,Non technical
jQuery,Non technical
Nodejs,Non technical
CSS,Non technical
Git,technical
GitHub,technical
JUnit,Non technical
Jenkins,Non technical
JMeter,Non technical
• Basic PL/SQL and PostgreSQL knowledge,technical
• Good interpersonal,Non technical
"a team-oriented, collaborative environment",Non technical
High Voltage testing,technical
site assessments,Non technical
high voltage testing,technical
risk assessments,technical
the erection,Non technical
subcontractor resources,technical
calibration,technical
Very good computer literacy,Non technical
Excel,Non technical
a high voltage environment,Non technical
team working aptitude,Non technical
workload,technical
deadlines,Non technical
a driving licence,Non technical
weekday,Non technical
A National Grid Competent Person qualification,technical
refactoring,Non technical
the coding standards,technical
Grover,Non technical
stakeholders,Non technical
"thoughtful, elegant, and productive graphical user interfaces",technical
disparate software/hardware components,Non technical
strong organizational and time management skills,technical
strong verbal and written communication skills REQUIREMENTS,technical
Microsoft SQL Server,technical
stored procedures,Non technical
Microsoft Entity Framework,technical
frameworks,technical
AngularJS,Non technical
ASP.NET MVC,technical
jQuery,Non technical
MVVM,Non technical
Node.js,Non technical
gRPC,Non technical
WPF,Non technical
Azure,technical
LiteDB,Non technical
MongoDB,Non technical
SQLite WORK ENVIRONMENT,Non technical
Reasonable accommodations,Non technical
disabilities,Non technical
no material or weather-related hazards,Non technical
project kick-offs,technical
BSc/BE/BTech,Non technical
at least one scripting language,technical
Angular,Non technical
Ruby,Non technical
Nodejs,Non technical
Python,technical
AppleScript,Non technical
Unix shell,Non technical
other JavaScript frameworks,technical
networking concepts,technical
Aggressive problem diagnosis,Non technical
Critical thinker,Non technical
problem-solving skills,Non technical
Great interpersonal and communication skills,technical
testing frameworks,technical
Ex. Jasmine,Non technical
solution architects,technical
Scrum Master,technical
Sprint plans,Non technical
delivery timelines,technical
coding,Non technical
offshore team,Non technical
technical and functional guidance,technical
Junit,Non technical
SonarQube,Non technical
 Review test scenarios,technical
QA team,Non technical
the Scrum Master,technical
the agile development processes,technical
methodology,Non technical
JIRA,Non technical
Scrum Master,technical
PM/Scrum Master,technical
defects,Non technical
defect fixes,Non technical
the offshore development team,technical
the daily scrum meetings,Non technical
internal stakeholders,Non technical
stakeholders,Non technical
defect fixes,Non technical
QA and client end-user teams,Non technical
 Ensure and Review application compliance,technical
scalability,Non technical
deployment,technical
/DevOps teams,technical
application deployment,technical
#NAME?,Non technical
QA engineers,Non technical
B.Tech/M.Tech/MSc,Non technical
CS)/MCA,Non technical
Java certifications,technical
rapidly changing cloud technologies,technical
a new technical stack,technical
Kubernetes,technical
containers,Non technical
message driven integration architecture scenarios,technical
Familiarity,Non technical
Oracle,technical
Java programming,technical
other modern object-oriented programming language,technical
integration frameworks,technical
open adapter framework,technical
java spring boot,technical
Display clear and effective written and verbal communication skills,technical
DESIRABLE CRITERIA,Non technical
maven concepts,Non technical
deployment,technical
Core Java,technical
JSP,Non technical
Servlets,Non technical
HTML,Non technical
Groovy Script,technical
XML,technical
XSLT,Non technical
PL/SQL,Non technical
IP networking,technical
VPN,Non technical
DNS,Non technical
Load balancing,Non technical
firewall,technical
TCP/IP,Non technical
Linux Operating systems-,technical
AWS Route,technical
S3,Non technical
external plugins,Non technical
proprietary system APIs,technical
Salesforce,technical
all data lifecycle stages,technical
Scrum,Non technical
Kanban,Non technical
Senior Software Developer Project Role Description,technical
G140 Work Experience,technical
Bengaluru,Non technical
the objectivity,Non technical
data analysts,technical
the BI developers,technical
Good documentation,technical
ANSI SQL Oracle,technical
PLSQL and Snowflake database,technical
SQL Queries,technical
data analysts,technical
complex SQL queries,technical
PL/SQL code,technical
Cursors,Non technical
conditional statements,Non technical
dynamic SQLs,technical
performance tuning,technical
-,Non technical
factoring complex SQLs,Non technical
SQL queries,technical
queries,Non technical
insights,Non technical
large datasets,Non technical
DevOps,technical
Jenkins,Non technical
docker,Non technical
Gitlab,Non technical
CICD,Non technical
logical and physical data models,technical
cloud data warehouses,technical
AWS Redshift,technical
Snowflake,Non technical
data warehousing,technical
Agile · Hands-on experience,technical
JIRA   Soft Skills · Good documentation,technical
interpersonal skills,Non technical
Excellent interpersonal,Non technical
SQL,technical
PLSQL Procedures,Non technical
Python / Snowflake database,technical
· Visualization Tool,technical
Spotfire,Non technical
Excel Pivot Charts · Operating Systems,technical
Linux,technical
IQVIA,Non technical
embedded C SW design,technical
Operating System - Linux/ QNX/ SYSBIOS/ Vxworks/ Integrity/ ROS,technical
any other POSIX RTOS,Non technical
· Sensors - camera/ RADAR/ LiDAR/,Non technical
GPS/ IMU,Non technical
other associated sensors,Non technical
MATLAB Simulink,Non technical
TargetLink,Non technical
BSP porting,Non technical
bootloaders customization,Non technical
Automotive development and testing tools,technical
leading and mentoring teams,Non technical
automotive domain,technical
@Aircall,Non technical
clean scalable code,technical
configuration,technical
distributed event driven microservices architecture,technical
key modules,technical
Aircall clients,Non technical
product and platform performance optimization,technical
Mentor team members,Non technical
preferably typed language,technical
Node.js,Non technical
Typescript,Non technical
Javascript/,technical
Ruby/ Python,technical
AWS,technical
hash set,technical
time complexities,technical
OOPS concepts,Non technical
the forefront,Non technical
organizational skills,technical
test programming modules,technical
project documentation,technical
SQL,technical
MySQL,technical
PostgreSQL,Non technical
other RDBMS,Non technical
CSS,Non technical
XHTML,Non technical
XML,technical
JavaScript,technical
JQuery,Non technical
Ajax,Non technical
varied frameworks,technical
project management methodologies,technical
problem-solving skills,Non technical
readiness,Non technical
qualifications,Non technical
BE/ B. Tech/ MCA,technical
Android APIs,technical
Frameworks,technical
Fundamentals,technical
object-oriented design,technical
algorithm design,technical
problem-solving and complexity analysis,technical
object-oriented programming,technical
Git,technical
MySQL,technical
XML,technical
JSON,Non technical
mobile databases,technical
UI,technical
Java Native Interface,technical
verbal and written English communication,technical
high creativity-driven bent,Non technical
industry insights,technical
Marketing verticals,technical
Hackathons,Non technical
1:1 mentorship programs,Non technical
the status quo,Non technical
encouragement,Non technical
Experience empathy,technical
javascript html5 core concepts,technical
responsive design,technical
mobile / tablet UI / UX,technical
HTML5,technical
CSS3,Non technical
Container architecture - Docker/Jenkins,technical
scripts,Non technical
automation,technical
common Javascript Libraries,technical
jQuery,Non technical
Webpack,Non technical
Babel,Non technical
REST Apis,Non technical
AJAX,Non technical
its UI implications,technical
code versioning tools,technical
Git/bitbucket,Non technical
 Good logical and mathematical programming skills,technical
 NodeJS knowledge,technical
ES6,Non technical
the upcoming syntax,Non technical
Redux,Non technical
React.js,Non technical
Educational Qualification,Non technical
Bachelor's/Master’s degree Information technology,technical
the development and deployment cycle,technical
the recurrence,Non technical
OO,Non technical
o Excellent Computer science fundamentals,technical
REST/RESTFUL services,technical
GIT repositories o Experience,technical
an Agile environment,technical
Preferable competencies,Non technical
load balancers,Non technical
databases,Non technical
"e.g., Drools",technical
SOA,technical
architectural patterns,Non technical
load balancing,Non technical
Gateways,technical
multi-tenancy concept,Non technical
Docker,Non technical
OpenShift,technical
web-based PHP applications,Non technical
portal plus premium service platforms,technical
the User Experience (UX) team,technical
·      Ensure HTML,Non technical
CSS,Non technical
backend data services,technical
the existing codebase,Non technical
      Convey,Non technical
evaluations,Non technical
schedules,technical
-,Non technical
liaison,Non technical
abreast,Non technical
PHP Developer requirements,technical
qualifications ·      Previous working experience,technical
a PHP Developer,technical
User authentication,technical
authorization,Non technical
databases,Non technical
Familiarity,Non technical
PHP,Non technical
its workarounds,Non technical
PHP,Non technical
HTML5,technical
JavaScript,technical
JQuery Expert ·      Experience,technical
PHP MVC frameworks,technical
MySQL ·      Experience,technical
restful JSON web services,technical
API,technical
responsive design frameworks,technical
Bachelors,Non technical
QA/testing domain,technical
PLM Domain experience,technical
Preferred ISTQB,Non technical
Automation testing tools,technical
Selenium Webdriver/ Cucumber,Non technical
JMeter,Non technical
Windows/Linux OS,technical
Postgres,Non technical
Oracle,technical
Core Java,technical
Advance Java,technical
a highly AGILE environment,technical
technical documentation,technical
technical expertise,technical
the project lifecycle,technical
optimization,technical
performance bottlenecks,technical
configuration,technical
performance tuning,technical
-,Non technical
factoring,Non technical
stakeholders,Non technical
business verticals,technical
• Proficiency,Non technical
backend Java/Groovy/Go,technical
React/Angular,Non technical
Java programming,technical
experience building micro services/APIs,technical
scalability,Non technical
large- scale distributed backend systems,technical
Unix/Linux environments,Non technical
Workflow automation,technical
CI/CD Platform,technical
Data Warehouse(Teradata,technical
PaaS,technical
strong verbal and written communication skills,technical
urgency,Non technical
an active self-starter and quick learner,Non technical
a great teammate,Non technical
an agile/SCRUM team,Non technical
large cross team coordinated efforts,technical
 Mentor new and less experienced developers,technical
their proficiency,Non technical
 Leverage expert development skills,technical
"reliable, scalable, performant solutions",Non technical
modern tooling,technical
algorithms,Non technical
Nike's digital transformation,technical
 BS/MS,Non technical
CS,technical
RDBMS systems,technical
modern CI/CD pipeline patterns,technical
Git,technical
 Teradata expertise,technical
 DB system design,technical
 Strong DB architecture knowledge,technical
authentication,Non technical
 Snowflake,Non technical
Redshift(Good,Non technical
 Strong coding experience,technical
Python,technical
AWS,technical
 Informatica,technical
other ETL tools,technical
 Cognos / Tableau,technical
SQL,technical
NoSQL,technical
) databases,Non technical
Azure,technical
schema design,technical
stored procedures,Non technical
ETL processes,Non technical
Azure tools,technical
Building API data,technical
SQL datasets,technical
Azure Databricks,technical
other onward applications,Non technical
Power BI experts,technical
onward insight usage,technical
insights,Non technical
SQL databases,technical
Microsoft Azure Tools & ETL processes,technical
API development,technical
Hibernate,Non technical
Java-J2EE Development Extensive technical experience,technical
Core Java,technical
J2EE framework and data architectures,technical
its ecosystems,Non technical
Spring MVC Framework,technical
Relational Databases,Non technical
SQL,technical
ORM,Non technical
"(JPA2, Hibernate) Experience",technical
RESTful web services,technical
JSON,Non technical
Git,technical
strong written and oral communication skills,technical
 Familiarity,Non technical
Maven,Non technical
Agile Development,technical
"CI/CD..  Strong analytical, problem-solving, and troubleshooting skills",Non technical
asp.net,technical
mcv.net,Non technical
asp.net,technical
web api,technical
linq,Non technical
ms sql,technical
Ajax,Non technical
Javascript,technical
Jquery,Non technical
html/css,Non technical
Github..  Angular 10 Added Advantage,technical
 Bachelors,Non technical
bca,Non technical
Any Specialization,Non technical
 Bachelor,Non technical
 B.Tech / B.E.,Non technical
 Backend: Core Java,technical
JPA,Non technical
Hibernate,Non technical
HTML,Non technical
CSS,Non technical
JavaScript,technical
jQuery,Non technical
Bootstrap,Non technical
Material UI,technical
+,Non technical
MySQL,technical
NoSQL,technical
Git,technical
AWS,technical
Core Java,technical
SQL,technical
Hibernate,Non technical
JPA,Non technical
scalability,Non technical
aws/azure stacks,Non technical
video conference API,technical
Zoom,Non technical
deployment,technical
HTML,Non technical
CSS,Non technical
custom e-commerce solutions,technical
extensions,technical
Magento1.x,Non technical
Magento2.x,Non technical
PHP,Non technical
MySQL,technical
Javascript,technical
HTML/CSS,Non technical
API integration,technical
e-commerce websites,technical
responsive design,technical
Magento,technical
Plugin development,technical
customization,Non technical
ecommerce application,technical
Magento platform,technical
necessary troubleshooting,Non technical
resolutions,Non technical
custom ecommerce solutions,technical
newer cutting-edge technologies,technical
 Researched coding and database concerns,technical
 Fuelled additional revenue stream,technical
responsive customer support,technical
GIT,technical
Jenkins,Non technical
Confluence,Non technical
BitBukcet,Non technical
Good Debuggin,Non technical
POS terminal development,technical
Agile Scrum methodology,technical
"Self-motivated, critical thinker",Non technical
Java-based server-side applications,Non technical
batch processing,technical
Core Java,technical
elegant solutions,Non technical
Java EE platforms,technical
